,title,director,genre,release_date,company,star_1,star_2,star_3
4618,Legal War 3,Nonso Emekaekwue,Drama,2007,Cosnoris International,Rita Dominic,Mike Ezuruonye,Patience Ozokwor
4619,Kajola,Niyi Akinmolayan,Sci-Fi,2010,"Adonis Production,AntHill Productions",Tolulope Adewole,Femi Akinola,Bunmi Du'ile
4620,One Good Turn 3,Ifeanyi Onyeabor,Comedy,2005,"Chigozie Okonkwo Film,Mauri Production",Ada Ameh,Osita Iheme,Chinedu Ikedieze
4621,Beyi oku,Nureni Aremu,Drama,2007,Larry Ultimate Productions,Toyin Abraham,Tayo Adeleye,Tope Adewunmi
4622,Confidential Romance,Ikechukwu Onyeka,Drama,2007,"Dozac Global Maxima Investment,U.D. Production",Eucharia Anunobi Ekwu,Ini Edo,Emeka Ike
4623,Ana Dara Ga Dare,Ali Gumzak,Drama,2019,Maishadda Global Resources,Abba El-Mustapha,Shehu Hassan,Hafsat Idris
4624,Anike olufa,Sola Durodola,Drama,2009,Sun-Tab Film Productions,Bose Adesanya,Bimbo Akinsanya,Ojo Arowosafe
4625,Sweetest Goodbye,Nnamdi Odunze,Romance,2006,Konia Concept,Chioma Chukwuka Akpotha,Nkiru Sylvanus,
4626,Oganigwe,Fred Amata,Fantasy,1999,Solid Productions,Zulu Adigwe,Chinny Chukwu Ahaneku,Chiege Alisigwe
4627,Schemers: Bad Babes,Andy Chukwu,Action,2004,O.J. Production,Andrew Ajele,Tokunbo Akinremi,Bimbo Akintola
4628,The Little Things that Matter,Michael Chineme Ike,Short,2020,MIC Productions,Michael Chineme Ike,Anyaene Nkiru Juliet,Idigo JudithMaria Ukamaka
4629,Kayanmata,Remi Ibinola,Fantasy,2018,Applause Entertainment,Adejumoke Aderounmu,Ayo Adesanya Hassan,Fred Amata
4630,Laviva,Izu Ojukwu,War,2007,Blackfox Pictures,Hanks Anuku,Francis Duru,Joy Eleojo Egbunu
4631,Ologbon meji,Ayo Oluyemi,Drama,2006,"Ayo Oluyemi Films,Oyedele Nigeria",Toyin Adegbola,Kareem Adepoju,Toyin Afolayan
4632,Men Do Cry 2,Lancelot Oduwa Imasuen,Drama,2005,Reemmy Jes Production (RJP),Dakore Akande,Gloria Anozie,Fred Aresoma
4633,Sleeping with the Enemy 2,Bond Emeruwa,Drama,2004,O.K. Productions,Kate Henshaw-Nuttal,Uche Jombo,Ben Nwosu
4634,Jewels of the Sun 2,Ugezu J. Ugezu,Drama,2011,Guniks Investment,Mercy Johnson Okojie,Mike Ezuruonye,Artus Frank
4635,Thanks for Coming 2,Michael Jaja,Drama,2011,Uche Nancy Production,Walter Anga,Odera Arinze,Ese Brodericks
4636,Ranti Mi,Elijah Tolulope Rotimi,Drama,2018,Bukunmi Oluwasina Films,Tayo Adedeji,Lateef Adedimeji,Odunayo Adedoyin
4637,2 Minutes Wrong,Johnpaul Nwanganga,Drama,2021,"Dream Melvina Entertainment,Ronee Empire",Iroegbu Godwill B.C.,Chinelo Enemchukwu,Mary Igwe
4638,Bad Ideas,Simon Peacemaker,Drama,2020,Rok Studios,Stephen Damian,Mofe Duncan,Nini Mbonu
4639,Double Bind,Emmanuel Akaemeh,Drama,2017,Massanta,Ujams Cbriel,Mary Chukwu,Ifeanyi Kalu
4640,Flying Without Wings 2,Neville Ossai,Drama,2005,Andy Best Electronics,Yemi Blaq,Emma Ehumadu,Desmond Elliot
4641,Behind the Curtains,Bright Wonder Obasi,Drama,2015,Ebanky Global Production,Ivy Blessing Agbo,Nonso Amadi,Chucks Chyke
4642,Namaliya,Falalu A. Dorayi,Drama,2014,MJ Video Palace,Ummi B. Bashir,Rabilu Musa Ibro,Aisha Dan Kano
4643,Butterflies,Biodun Stephen,Drama,2021,The Ogunmola Company,Wande Adetula,Chris Akwarandu,Ijenebe Anwuri
4644,Charlie Charlie,Charles Uwagbai,Action,2021,"Creative Unit Studios,Monicazation Productions",Femi Adebayo,Chioma Chukwuka Akpotha,Sani Danja
4645,Divine Grace 2,Ifeanyi Azodo,Drama,2007,Stonegold Production,Emma Ayalogu,Tonto Charity Dikeh,Ini Edo
4646,Chief Karma,Kenneth Nwache,Drama,2018,Zephan Global Multimedia,Oguchi Charles,Igwe David Chisom,Jibola Dabo
4647,Married Women on Campus,Nonso Emekaekwue,Drama,2007,Cosnoris International,Festus Aguebor,Ronnie Bembe,Darlene Benson-Cobham
4648,Cultural Clash,Omodada Pro,Drama,2019,"Cordel Media Group,Omodada Production",Benjamin Levy Aguilar,Tairat Baoku,Yemi Blaq
4649,Last Faculty 2,Ugo Ugbor,Drama,2007,Universal Productions,Jim Iyke,McMorris Ndubueze,Ramsey Nouah
4650,Silent Scandal 2,T.K. Falope,Drama,2009,Vivian Ejike Production,Peachman Akputa,Oladimeji Alimi,Isaac David
4651,After Party,Tope Alake,Comedy,2021,Yaw Naija Entertainment,Funny Bone,Timo Elliott,Peggy Henshaw
4652,A Lonely lane,Vincent D. Anointed,Drama,2017,Checkmate Pictures,Jide Kene Achufusi,Juliet Ekeson,Victor Iyke
4653,Mosadoluwa,Afeez Abiodun,Drama,2020,Adekaz Productions,Afeez Abiodun,Bridgett Adebayo,Lateef Adedimeji
4654,Men on the Run 2,Andy Chukwu,Comedy,2006,O'King International Ltd.,Ada Ameh,Klint da Drunk,Sam Loco Efe
4655,Dazzling Mirage,Tunde Kelani,Drama,2014,Mainframe Film and Television Productions,Jumoke Aderounmu,Dupe Adetuwo,Kunle Afolayan
4656,The Real Us,Kayode Peters,Comedy,2021,"Eliroze Entertainment,GG Entertainment",Samuel Abah,Bimbo Ademoye,Ivy Antiev
4657,Cross of Agony,Chika Onu,Drama,2006,Danga Movies International,Franca Brown,Princess Egu,Zack Orji
4658,Aye jobele 2,Wemimo Olu Paul,Drama,2004,Wemimo Films,Toyin Adegbola,Deji Adenuga,Kareem Adepoju
4659,Sistá,Biodun Stephen,Drama,2022,ShutterSpeed Projects,Akintoba Adeoluwa,Adediwura Adesegha,Adedamola Adewale
4660,Love Story 2,Kingsley Omoefe,Drama,2005,Oakfil Productions,Ejike Asiegbu,Rita Dominic,Francis Duru
4661,Mute Beast,Ayodele Ajayi,Short,2019,GallantBIZ,Chy Nwakanma,Enyinna Nwigwe,
4662,Run,Uche Chukwu,Thriller,2019,The Kixstar Entertainment Company,Adesoji Adeleye,Melvin Adie,Michael Akpan
4663,Area Mama 2,Adim Williams,Drama,2007,"De-Kross Movie Production,Paul Daniels Int'l Ltd.",Eucharia Anunobi Ekwu,Mercy Johnson Okojie,Patience Ozokwor
4664,Just Married,Ifeanyi Ikpoenyi,Drama,2015,ChinneyLove Eze Production,Onyii Alex,Grace-Charis Bassey,Charles Billion
4665,Hidden Secrets,Henry Czar Ejeta,Drama,2006,Don-Nkems Investment,Chioma Chukwuka Akpotha,Fred Aresoma,Ashley Nwosu
4666,Undercover,Emeka Dibia Emelobe,Drama,2020,"Rok Studios,Royal Arts Academy",Sunday Stephen Adebowale,Paul P. Agboire,Kevin Brouillette
4667,Taste of Sin 2,Frank Rajah Arase,Drama,2006,Konia Concept,Funke Adewusi,Festus Aguebor,Uduak Akrah
4668,Women,Munachi Abii,Drama,2020,One & Two Productions,Munachi Abii,Kobby Acheampong,Tana Adelana
4669,The Fourth Side,Uyoyou Adia,Short,2019,Judith Audu Productions,Oruaro Dave Adia,Tunbosun Aiyedehin,Judith Audu
4670,Seeing Betrayal,Baaj Adebule,Short,2015,House of Baaj Pictures,Baaj Adebule,Emem Isaac,Ani Iyoho
4671,Unbreakable,Frank O. Vaughan,Drama,2004,Ogali Industries,Oscar Adiele,Dorris Agarason,Sylvia Agarason
4672,Yankee Students,Okey Ifeanyi,Drama,2015,Image Filmworks,Paul Awurum,Vikey Cals,Sylvia Edem
4673,Deathly Obsession,Awal Abdulfatai Rahmat,Drama,2021,"Mazinni Pictures,Rok Studios",Chinonso Arubayi,Uche Ben,Buchi Freeman
4674,Saheed Esu,Segun Ogungbe,Drama,2020,Saheed A. Lawal Film Production,Raheem Abdulwahab,Adunni Ade,Balikis Adegoke
4675,Scores to Settle,Chico Ejiro,Drama,1998,"Great Movies Ind. Ltd.,Ossy Affason Production",Rich Azu,Liz Benson,Teco Benson
4676,Crossroads Siwoku,Seyi Siwoku,Drama,2020,Jungle Filmworks,Damilola Adegbite,Nengi Adoki,Ojo Agboworin
4677,Royal Promise 2,"Cejah Ihesiulo,Ndubuisi Okenwa",Drama,2007,NDSS & Co,Nene Bassey,Pete Eneh,Chika Ike
4678,Millenium Parent 2,Kennedy Chukwuemeka Okalibe,Drama,2016,Gladems Global Academy Productions,Moyo Lawal,David McKenzie,Angela Okorie
4679,Sacred Heart,Prince Emeka Ani,Drama,2007,Future King Productions,Eucharia Anunobi Ekwu,Okey Ifeanyi,Diewait Ikpechukwu
4680,Black Lake,Emeka Madu,Drama,2019,"Oakfil Productions,Rok Studios",Omobola Akinde,Uru Eke,Okey Ezugwu
4681,Money Helps,Iyke Odife,Drama,2016,De-Kross Movie Production,Biggie Akile,Justin Asomba,Chigozie Atuanya
4682,Colourless,Sobe Charles Umeh,Drama,2016,Element 47 Pictures,Destiny Adedina,Azees Afeez,Judith Audu
4683,In the Name of Love,Daniel Ehimen,Short,2019,Pi Image,Rhoda Albert,Steve Enagbare,Efa Iwara
4684,Stubborn Doctor 2,Theodore Anyanji,Drama,2008,Emex International,Chiwetalu Agu,Pete Eneh,Fred Leonards
4685,Witches,"Fred Amata,Sunny Collins",Horror,1998,"Great Movies Ind. Ltd.,Ossy Affason Production",Liz Benson,Zack Orji,Patrick Doyle
4686,In Ibadan,Taiwo Egunjobi,Drama,2021,Center Stage Productions,Temilolu Fosudo,Goodness Emmanuel,Sola Fosudo
4687,Only Love,Andy Amenechi,Drama,2005,O.J. Production,Mary Jane Alagboso,Emeka Amakeze,Chioma Anidiobi
4688,Ti oluwa ni ile 2,Tunde Kelani,Drama,1993,Mainframe Film and Television Productions,Kareem Adepoju,Adewale Elesho,Lekan Oladepo
4689,Black Gold,Jeta Amata,Drama,2012,"Jeta Amata Concepts,Rock City Entertainment,Starkid",Mbong Amata,Tom Sizemore,Vivica A. Fox
4690,Switch,Willis Ikedum,Comedy,2018,iROKOtv,Munachi Abii,Segun Arinze,Alexx Ekubo
4691,The Casket,Sylvester Madu,Drama,2014,Ossy Movies,Solomon Akeez,Chinyere Anyanwu,Henry Anyanwu
4692,Leap of Faith,Emeka Madu,Drama,2023,Rok Studios,Light Dokolo,Mary Lazarus,Odafe Leukeng
4693,Visa Lottery,Tom Robson,Comedy,2015,Royal Arts Academy,Unyime-Abasi Akpan,Chioma Chukwuka Akpotha,Mary Jane Anyanwu
4694,A Friendly Fire,Chris Eneaji Eneng,Drama,2019,"Mela Movies,Rok Studios",Owen Agudiegwu,Frankincense Eche-Ben,Uche Ogbodo
4695,Bridge of Contract,Ugezu J. Ugezu,Drama,2012,"Cajetan Obi Production,Cobic Productions",Solomon Akiyesi,Esther Audu,Yul Edochie
4696,Every Single Day 2,Tchidi Chikere,Comedy,2005,Emmalex Associates Ltd.,Enebeli Elebuwa,Ebele Okaro-Onyiuke,Oge Okoye
4697,Iwe Iranti,Kenny George,Drama,2018,Hibee Pictures Limited,Dayo Amusa,Kenny George,Adeniyi Johnson
4698,Security Risk 2,Okey-Zubelu Okoh,Drama,2005,Divine Network,Ini Edo,Nosa Ehimwem,Uche Elendu
4699,Purple Hearts,Andy Amenechi,Drama,2017,SilverScreen Productione,Tana Adelana,Sam Dede,Bimbo Manuel
4700,Emily K,Peter Kundum,Drama,2015,Lam Lam Multimedia,Yakubu Abashiya,Seun Akindele,Gina Castel
4701,Close to Perfect,Simon Peacemaker,Drama,2018,"Rok Studios,Royal Arts Academy",Seun Akindele,Grace-Charis Bassey,Umar Krupp
4702,Only True Love,Saheed Apanpa,Drama,2022,African Movie Channel,Scarlet Gomez,Zinny Michaels,Kenneth Nwadike
4703,9G Sm I,President Chike,Short,2014,ChikeTEGAbiakam,Emmanuel Chike Gabriel,,
4704,Pretender,Chika Onu,Drama,2002,"Cobic Productions,Lucky Star Incorporated",Emeka Ike,Stephanie Linus,Patience Ozokwor
4705,A.Jay,Stanley Obi,Romance,2022,"2RU Vision Pictures,Rok Studios",Baaj Adebule,Henry Ajuboyediaka,Salami Bela Maureen
4706,The Confession,Christopher Okonkwo,Short,2020,Mega Brain Studio,Rejoice Joseph,Pedro Duke Of Oratory,
4707,Ojabo kofo,Waheed Ijaduade,Comedy,2003,Corporate Pictures,Toyin Adegbola,Opeyemi Ayeola,Lanre Hassan
4708,Tainted Canvas,Segilola Ogidan,Drama,2020,"OKP Productions,37thstate,Igodo films",Nonso Bassey,Tina Mba,Efa Iwara
4709,Princess Natasha,Emmanuel Anyaka,Drama,2015,Naidon Films,Princess Acho,Chiwetalu Agu,Solomon Akiyesi
4710,After Dawn,Reginald Ebere,Drama,2005,P. Collins Productions,Zulu Adigwe,Kanayo O. Kanayo,Sam Loco Efe
4711,Temple of Justice 2,Adim Williams,Drama,2008,Rich-Rock Productions,Nonso Diobi,Omotola Jalade-Ekeinde,Benedict Johnson
4712,Cats of Darkness 2,Ugo Ugbor,Drama,2015,Global Update Pictures,Mike Ezuruonye,Chika Ike,Patience Ozokwor
4713,Love Oh! Love 2,John Uche,Drama,2003,Freeman International,Enebeli Elebuwa,Justus Esiri,Jide Kosoko
4714,Paranoid,Timmy Sinclair,Short,2021,H-101 Media,Aaron Chidi,Annabel Etim,Sofia Saka
4715,King of Kings,Iyke Odife,Drama,2009,Angelcom Entertainment,Uju Aroh,Jim Iyke,Nuella Njubigbo
4716,Bino and Fino: Mama Mama's Soup,Adamu Waziri,Animation,2014,EVCL,Adamu Waziri,,
4717,CWO: Women of Virtue,Saint Collins,Drama,2006,Mauri Production,Oluchi Duru,Chigozie Ifenatuora,Ify Afuba
4718,The Perfect Arrangement,Chinaza Onuzo,Comedy,2022,InkBlot Productions,Melat Abera,Toba Aboyeji,Adunni Ade
4719,Heartbeats,Aguila Njamah,Drama,2008,Eunice Becker Productions,Segun Arinze,Eunice Becker,Lizzy Deegha
4720,Oriki,Nkiru Njoku,Short,2019,Akufecha Productions,Aduke,Yemisi Fancy,Efe Mayford
4721,The Bodyguard,Chris Eneaji Eneng,Drama,2018,Mazinni Pictures,Gloria Akhimien,Segun Arinze,Njoku Benjamin
4722,The Laptop 2,Yul Edochie,Drama,2008,Rhema Pictures Production,Muna Obiekwe,McMorris Ndubueze,Uche Ogbodo
4723,A Calm Before the Storm,Chidi Anyanwu Chidox,Drama,2023,Cenok Productions,Angel Juliet Adigwe,Chinedu Joseph Akaa,Angela Awoke
4724,"Love, Sex, Religion",Ejiro Onobrakpor,Drama,2022,Xtertainment Network,Padita Agu,Jennifer Alegiemo,Ayoola Ayolola
4725,A Japa Tale,Dika Ofoma,Short,2023,O42 Films,Ijele Ejiofor,Daniel Ngozika,Onyinye Odokoro
4726,Idahosa Trails,Stanlee Ohikhuare,Drama,2017,"Mighty Jot Studios,Mighty Jot Studios",David Schifter,Charles Okafor,Kunle Idowu
4727,Sensational Spy,Tarila Thompson,Thriller,2004,Ossy Affason Production,Frank Ani,Hanks Anuku,Stella Anyika
4728,Beautiful Monster,Ejike Chinedu Obim,Drama,2014,Black Speech Media Group,Josaj Ajali,Richard Amechi,Sylvester Chukwu
4729,Dr Sadeeq,Aminu Saira,Drama,2018,Halifa Investment,Sadiq Ahmad,Maryam Danko,Ladidi Fagge
4730,Costly Mistake 2,Ugo Ugbor,Drama,2006,Future King Productions,Kate Henshaw-Nuttal,Saint Obi,Thelma Okorie
4731,Ex with Benefits,Adeoluwa Owu,Drama,2021,Giant Creative Media,Bimbo Ademoye,Matein Ebiwari,Okey Jude
4732,Secret Pain,Yul Edochie,Drama,2007,"Adasalim Production,Ossy Affason Production",Emeka Agbo,Paul Amaedo,Emeka Amakeze
4733,The Broken Plate 2,Chimdi Chiama,Drama,2004,Sheborn Productions,Fabian Adibe,Chioma Anuobi,Roy De Nani
4734,Arugba,Tunde Kelani,Drama,2009,Mainframe Film and Television Productions,Remi Abiola,Segun Adefila,Jare Adeniregun
4735,Sawo-Sègbèrì,Adebayo Faleti,Drama,2005,Afan Productions,Toyin Adegbola,Yemi Ademokoya,Deji Aderemi
4736,Loved by You,Omoruyi Wallz Efosa,Drama,2022,One and Two Film Production,Jason Adeize Bello,Bimbo Ademoye,Bryan Emmanuel
4737,Sleeved,Adeolu Adeniyi,Short,2017,Sorrentino Productions,Diana Egwuatu,Tokunbor Idowu,Gregory Ojefua
4738,Fragile,Chidi Chijioke,Drama,2022,One & Two Film,Alison Adeeyinwo,Edet Chinedu Chelsea,Enock Darko
4739,Peonage,Chris Eneaji Eneng,Drama,2022,Rok Studios,Femi Afolabi,Grace-Charis Bassey,Victor Chude
4740,The Separation,Yvonne Jegede,Short,2020,Me Myself and I Productions,Atteh Daniel,Yvonne Jegede,
4741,The Changer,Fortune Ejim Kezi,Drama,2015,Kezi Pix,Rita Abbey,Shedrach Abii,Victoria Adebayo
4742,Prince of Barmah,Frank Rajah Arase,Drama,2014,"Venus Film Production,iROKOtv",Kofi Adjorlolo,Jackie Appiah,Kafui Danku
4743,Blind Obsession,Fred Amata,Drama,2005,Reemmy Jes Production (RJP),Ejike Asiegbu,Monalisa Chinda,Ngozi Ezeonu
4744,Roast,Babajide Aroyewun,Short,2020,Boats Films,Ebere Ambrose,Jola Chills,Ini Efanga
4745,Unknown Mission 2,Moses Ebere,Drama,2002,Joe Chris Entertainment,Camilla Mberekpe,Amaechi Muonagor,Clem Ohameze
4746,Heaven After Hell,Theodore Anyanji,Drama,2008,Emex International,Chioma Chukwuka Akpotha,Stan K. Amandi,Theodore Anyanji
4747,A Dance to Forget,"Okechukwu Oku,Nestor Orji",Drama,2020,Mountain Top Entertainment,Nazo Ekezie,Ngozi Ezeonu,Nonny Igboanugo
4748,Western Union 2,Prince Emeka Ani,Drama,2007,Uche 10 Nigeria,Moses Armstrong,Monalisa Chinda,Benedict Johnson
4749,Brain Wash,MacCollins Chidebe,Comedy,2006,"Chijioke Nneja Production,Magic Movies Production",Charles Awurum,Uche Elendu,Jim Lawson
4750,Modern Love,Austin Nwaolie,Drama,2022,Moreplex,Daniel Abua,Alex Ajoku,Etty Bedi
4751,Floating Feelings 2,Ernest Obi,Drama,2005,Ify Production,Chigozie Atuanya,Rita Edochie,Amaechi Muonagor
4752,Memories Unforgotten,Emmanuel Anyaka,Romance,2022,Stanford Films Production,Lydia Achebe,Ejike Ibedilo,Kimberly Ikpomwenosa
4753,Requite,Ugo Maduka,Drama,2014,"GoMad Multimedia,Goddess Pictures",Ego Aghedo,Sidney Ekwulugo,Ufuoma Idebe
4754,Secret Shadows,Moses Ebere,Family,2010,Divine Touch Productions,Muna Obiekwe,John Dumelo,Ngozi Ezeonu
4755,Crisis in Paradise,Ikechukwu Onyeka,Drama,2007,Great Entertainment,Tonto Charity Dikeh,Ini Edo,Mike Ezuruonye
4756,Òlòtūré,Kenneth Gyang,Crime,2020,EbonyLife Films,Ada Ameh,Beverly Osu,Blossom Chukwujekwu
4757,Rebound,Desmond Elliot,Drama,2010,Eyecon Media Productions,Desmond Elliot,Jessica Isiguzo,Uche Jombo
4758,Personal Desire,Evan Orji,Drama,2009,Sunec Movies,Abraham Nwodo,Queen Nwokoye,Patience Ozokwor
4759,Demon In-Law 2,Ikechukwu Onyeka,Drama,2006,P. Collins Productions,Kenneth Chukwu,Ini Edo,Pete Eneh
4760,Pure,Ernest Obi,Drama,2021,"Mazinni Pictures,Rok Studios",Tchidi Chikere,Eze Ebuka,Kenechukwu Ezeh
4761,Gangan,Okiki Afolayan,Comedy,2016,"Adekaz Productions,Historic Pictures",Adebayo Abiodun,Adeola Adebayo,Odunlade Adekola
4762,The Rain Makers 2,MacCollins Chidebe,Drama,2009,Andy Best Electronics,Enebeli Elebuwa,Uche Elendu,Osita Iheme
4763,Price of Hatred 2,Tony Muonagor,Drama,2004,Goal Productions,Grace Amah,Solid Ambrose,Eucharia Anunobi Ekwu
4764,Desperate Women,Ernest Obi,Drama,2006,Elonel International Ltd.,Annette Adoghe,Walter Agbo,Bartholomew Agera
4765,Supremacy,Andy Amenechi,Drama,2006,Annex Merchandise Ltd.,Ini Edo,Oby Edozieh,Desmond Elliot
4766,Devil's Angel,Charles Uwagbai,Drama,2022,Oakfil Productions,Anjorin Abiola,Uzor Arukwe,Justin Ben
4767,Fine Things,Afam Okereke,Drama,2007,"Great Movies Ind. Ltd.,Sunny Collins Production",Bukky Ajayi,Eucharia Anunobi Ekwu,Desmond Elliot
4768,Broken Bridges,Mike Bamiloye,Drama,2012,Mount Zion Productions,Wale Adegboye,Florence Adegunle,Yemi Adepoju
4769,Ago kan oru,Yomi Ogunmola,Action,2003,Kola Olootu Productions,Muyiwa Adegoke,Dayo Adewunmi,Biodun Ajangila
4770,Love Alone,Moses Ebere,Family,2010,Divine Touch Productions,Muna Obiekwe,John Dumelo,Ngozi Ezeonu
4771,Days of Gloom,Michael Jaja,Drama,2011,Ossy Affason Production,Olu Jacobs,Ngozi Ezeonu,John Dumelo
4772,Girls Cot,Afam Okereke,Drama,2006,Simony Productions,Alloy Amaefule,John Anijesu Freeman,Kalu Collins
4773,Power of 1,Izu Ojukwu,Drama,2018,Buckwyld Media Network,Olagunju Abiola,Abbey Chile Abuede,Helen Abutu
4774,Beyonce & Rihanna,Afam Okereke,Drama,2008,Simony Productions,Jim Iyke,Omotola Jalade-Ekeinde,Nadia Buari
4775,Naked Sin 2,Leo Onwordi,Drama,2006,Frontmaster International,Chioma Chukwuka Akpotha,Desmond Elliot,Funmi Holder
4776,Dawn at Midnight,Kabat Esosa Egbon,Drama,2022,Jojo.P Media Concept,Tana Adelana,Anulika Agbo,Bimbo Akintola
4777,Little Angel,Dickson Iroegbu,Drama,2004,Great Movies Ind. Ltd.,Bukky Ajayi,Keppy Ekpenyong-Bassey,Sharon Ezeamaka
4778,Sobi's Mystic,Biodun Stephen,Drama,2017,"Rok Studios,ShutterSpeed Projects",David Uzoma Aboy,Casmir Chibuike,Mofe Duncan
4779,Bolaji,Chibuike Ibe,Drama,2021,"Ebanky Global Production,Rok Studios",Nezifah Abdullaji,Maryam Adins,Joyce Banerd
4780,Church Business 2,Tarila Thompson,Drama,2003,"Macro Production,Nwaeze Investment",Segun Arinze,Shan George,Ofia Afuluagu Mbaka
4781,Tears in Marriage 2,Michael Jaja,Drama,2008,Chez International,Geraldine Ekeocha,Mike Ezuruonye,Chika Ike
4782,Who Am I?,Ikechukwu Onyeka,Drama,2007,Romac Investment,Geraldine Ekeocha,Vitalis Ndubuisi,Alex Usifo Omiagbo
4783,Royal Destiny 2,Iyke Odife,Drama,2007,Aka God Productions,Chiwetalu Agu,Ikem Chude,Ini Edo
4784,No One But You,Izu Ojukwu,Drama,2004,Lucky Geo Ventures,Suleiman Adara,Sam Dede,Bruno Iwuoha
4785,Whirl,Babatunde Akinnayajo,Drama,2021,Unique Motion Media Konsult,Baaj Adebule,Omobola Akinde,Folake Arowolo
4786,Misplaced Desires,Okey Ifeanyi,Comedy,2015,Dabz Movie Productions,Dabby Chimere,Alexx Ekubo,Juliet Mgborukwe
4787,Criminal Law,Prince Emeka Ani,Drama,2006,Future King Productions,Fredrick Akubuko,Stanley Anibueze,Rita Arum
4788,One on One 2,Prince Emeka Ani,Drama,2008,Konia Concept,Francis Duru,Ini Edo,Omotola Jalade-Ekeinde
4789,Night Nurse,Ijeoma Grace Agu,Drama,2023,"House 5 Production,Rok Studios",Eric Izu Abalachum,Ndidi Lynda Abiazem,Ijeoma Grace Agu
4790,Be Aware,Patrick Kidochukwu,Short,2022,Patsfield Production,Yannick Davidson Annoh,Peter Charles,Kelly Joseph
4791,Empty,Ayuba Sodunke,Drama,2021,All Tushore Dynasty,Biola Adebayo,Oyinade Adegbenro,Adebola Ajibola
4792,Our Jesus Story,Tchidi Chikere,Drama,2020,O.J. Production,Adjetey Anang,Eucharia Anunobi Ekwu,Sam Dede
4793,Emotional Hazard,Ruke Amata,Comedy,2005,"Infinity Films,Ruke Amata Film",Bimbo Akintola,Fred Amata,Segun Arinze
4794,Jealous Princess 2,Nonso Ekene Okonkwo,Drama,2008,Akagod Investments,Van Vicker,Oge Okoye,Chika Ike
4795,Good Citizen,John Jaycee,Drama,2020,Rok Studios,Chelsea Eze,Ifeanyi Kalu,Empress Njamah
4796,Jalil,Leslie Dapwatda,Drama,2020,Noless Studios,Sadisu Abba,Ibrahim Aburafiqa,Isaac Benjamin
4797,The Trade,Jadesola Osiberu,Crime,2023,Foresight Global Films,Ali Nuhu,Rita Dominic,Stan Nze
4798,90Ninth Day,Paul Apel Papel,Drama,2012,Papel Image Tech Productions,Bimbo Akintola,Stephanie Apel,Keppy Ekpenyong-Bassey
4799,Final Whistle,Ifeanyi Ikpoenyi,Romance,2000,Cosnoris International,Padita Agu,Bukky Ajayi,Funke Akindele
4800,Prophetess,Niyi Akinmolayan,Comedy,2021,"FilmOne Production,AntHill Productions",Toyin Abraham,Lateef Adedimeji,Uzor Arukwe
4801,A Perfect Day,Willis Ikedum,Comedy,2017,"Rok Studios,Wheels Pictures",Munachi Abii,Ayoola Ayolola,Alexx Ekubo
4802,THE FAST LANE - Hunt for Gold Mine Part 1,Abiodun Williams,Crime,2023,Audio Visual First Production,Baaj Adebule,Moyo Lawal,Beverly Naya
4803,Shrine Girl,Okey Ifeanyi,Comedy,2020,Rok Studios,Toosweet Annan,Nazo Ekezie,Ruth Kadiri
4804,In the Name of Trust,Chris Eneaji Eneng,Drama,2016,C&C Screen Productions,Keira Hewatch,Fred Idehen,Ik Ogbonna
4805,Ifeoma,Nonso Emekaekwue,Comedy,2021,"Rok Studios,Uzee Multi Concept",Queen Benedicta Akpana,Eucharia Anunobi Ekwu,Rachael Okonkwo
4806,One-Bullet,Stanley Anaekwe,Drama,2006,"Double Edge Production,Golden Movies",Monalisa Chinda,Olu Jacobs,Jim Lawson
4807,Brave Heart,John Uche,Drama,2005,"Konia Concept,P.M.O. Global",Emma Ayalogu,Emma Edokpay,Omotola Jalade-Ekeinde
4808,Romola Alakara,Tope Adebayo,Drama,2022,Adekaz Productions,Femi Adebayo,Jide Adegbite,Mercy Aigbe
4809,A Little Thought,Onokemi Onojobi,Short,2020,Soletread Productions,Dorothy Japhet,Damilola Olowoyo,
4810,Moving On,Alex Mouth,Drama,2013,Mnet Afriwood,Chris Attoh,Obarogbi Oghogho,
4811,Pasito Deinde 2,Bob-Manuel Udokwu,Drama,2005,Princely Crafts,Toyin Adewale,Bimbo Akintola,Ayo Badmus
4812,Bad Drop,Sobe Charles Umeh,Comedy,2015,1st Rate Pictures,Sandra Eze,Kalu Ikeagwu,Ani Iyoho
4813,America Visa 2,Kenneth Egbuna,Drama,2004,Elonel International Ltd.,Anita Hogan,Amaechi Muonagor,Ben Nwosu
4814,Ogbo nke Ajuala,Uzoma Sunday Logicman,Mystery,2020,Logicman TV,Prince Emeka Ani,Sophia Cookey,Uzoma Sunday Logicman
4815,The Bosslady,Richards Omos-Iboyi,Drama,2020,Dialogue Box Production,Yemi Blaq,Augusta Chibuike,Francisca Eleyele
4816,Mi' ofoworola,Taiwo Oduala,Drama,2005,Blackarts Consultants,Laide Bakare,Jibola Dabo,Peju Ogunmola
4817,Unevenly Yoked,Aniedi Awah Noba,Drama,2022,Mee Vencer,Emmanuel Boluwatife Adebayo,Tessy Dickson,Emmanuella Essien
